Drude mode fit to JC with eps_inf = 9.695 w_p = 8.959 gam = 0.073
1 0 0 2 3 = Specifies Epsilon
lambda	Re[eps] 	Img[eps]
0.4570000000000001	-1.2941031759733246	0.29578570649487584
0.4580000000000001	-1.3422350626719517	0.2977307153914307
0.4590000000000001	-1.3904718496306128	0.2996842260206234
0.4600000000000001	-1.4388135348475366	0.30164625685498414
0.4610000000000001	-1.4872601163166248	0.3036168263664543
0.4620000000000001	-1.5358115920274553	0.3055959530263854
0.4630000000000001	-1.5844679599652558	0.30758365530553694
0.4640000000000001	-1.633229218110925	0.30957995167407515
0.4650000000000001	-1.6820953644410377	0.3115848606015734
0.4660000000000001	-1.7310663969278242	0.3135984005570087
0.4670000000000001	-1.7801423135391907	0.31562059000876175
0.4680000000000001	-1.8293231122387095	0.31765144742461554
0.4690000000000001	-1.878608790985611	0.31969099127175354
0.4700000000000001	-1.9279993477348096	0.3217392400167592
0.4710000000000001	-1.9774947804368708	0.3237962121256137
0.4720000000000001	-2.0270950870380364	0.32586192606369563
0.4730000000000001	-2.0768002654802302	0.32793640029577975
0.4740000000000001	-2.1266103137010166	0.3300196532860344
0.4750000000000001	-2.1765252296336524	0.33211170349802177
0.4760000000000001	-2.226545011207051	0.3342125693946957
0.4770000000000001	-2.276669656345801	0.336322269438401
0.4780000000000001	-2.326899162970161	0.3384408220908716
0.4790000000000001	-2.3772335289960562	0.34056824581323003
0.4800000000000001	-2.427672752335079	0.3427045590659849
0.4810000000000001	-2.4782168308944996	0.3448497803090312
0.4820000000000001	-2.5288657625772544	0.34700392800164787
0.4830000000000001	-2.579619545281947	0.3491670206024968
0.4840000000000001	-2.630478176902866	0.35133907656962265
0.4850000000000001	-2.6814416553299534	0.35352011436044933
0.4860000000000001	-2.73250997844883	0.3557101524317804
0.4870000000000001	-2.7836831441407917	0.35790920923979785
0.4880000000000001	-2.834961150282801	0.3601173032400601
0.4890000000000001	-2.886343994747497	0.36233445288750116
0.4900000000000001	-2.937831675403187	0.36456067663642905
0.4910000000000001	-2.9894241901138496	0.36679599294052484
0.4920000000000001	-3.041121536739139	0.3690404202528411
0.4930000000000001	-3.0929237131343825	0.3712939770258011
0.4940000000000001	-3.144830717150583	0.3735566817111971
0.4950000000000001	-3.196842546634409	0.37582855276018906
0.4960000000000001	-3.2489591994282048	0.3781096086233036
0.4970000000000001	-3.30118067337	0.3803998677504331
0.4980000000000001	-3.3535069662934838	0.3826993485908334
0.4990000000000001	-3.405938076028022	0.38500806959312317
0.5000000000000001	-3.4584740003986596	0.38732604920528313
0.5010000000000001	-3.5111147372261193	0.3896533058746539
0.5020000000000001	-3.563860284326781	0.3919898580479349
0.5030000000000001	-3.616710639512725	0.39433572417118373
0.5040000000000001	-3.6696658005916927	0.39669092268981426
0.5050000000000001	-3.722725765367091	0.39905547204859504
0.5060000000000001	-3.7758905316380282	0.4014293906916497
0.5070000000000001	-3.8291600971992708	0.40381269706245343
0.5080000000000001	-3.882534459841265	0.40620540960383356
0.5090000000000001	-3.936013617350124	0.4086075467579666
0.5100000000000001	-3.989597567507664	0.4110191269663793
0.5110000000000001	-4.043286308091352	0.413440168669945
0.5120000000000001	-4.097079836874341	0.4158706903088834
0.5130000000000001	-4.150978151625472	0.41831071032275996
0.5140000000000001	-4.204981250109242	0.42076024715048316
0.5150000000000001	-4.259089130085847	0.4232193192303045
0.5160000000000001	-4.313301789311145	0.4256879449998163
0.5170000000000001	-4.367619225536686	0.4281661428959517
0.5180000000000001	-4.422041436509689	0.4306539313549818
0.5190000000000001	-4.476568419973047	0.4331513288125152
0.5200000000000001	-4.531200173665352	0.4356583537034975
0.5210000000000001	-4.585936695320861	0.43817502446220835
0.5220000000000001	-4.640777982669505	0.4407013595222615
0.5230000000000001	-4.695724033436905	0.44323737731660295
0.5240000000000001	-4.750774845344365	0.44578309627751034
0.5250000000000001	-4.8059304161088505	0.4483385348365901
0.5260000000000001	-4.861190743443039	0.450903711424779
0.5270000000000001	-4.916555825055259	0.4534786444723395
0.5280000000000001	-4.972025658649525	0.45606335240886076
0.5290000000000001	-5.027600241925549	0.4586578536632572
0.5300000000000001	-5.083279572578704	0.4612621666637661
0.5310000000000001	-5.139063648300066	0.46387630983794803
0.5320000000000001	-5.19495246677638	0.4665003016126836
0.5330000000000001	-5.250946025690068	0.4691341604141734
0.5340000000000001	-5.307044322719239	0.4717779046679367
0.5350000000000001	-5.363247355537698	0.47443155279881044
0.5360000000000001	-5.419555121814913	0.47709512323094666
0.5370000000000001	-5.475967619216043	0.47976863438781303
0.5380000000000001	-5.53248484540193	0.4824521046921899
0.5390000000000001	-5.589106798029109	0.4851455525661704
0.5400000000000001	-5.645833474749779	0.48784899643115825
0.5410000000000001	-5.702664873211845	0.4905624547078673
0.5420000000000001	-5.759600991058877	0.49328594581631907
0.5430000000000001	-5.816641825930139	0.4960194881758426
0.5440000000000002	-5.87378737546058	0.49876310020507314
0.5450000000000002	-5.931037637280838	0.5015168003219502
0.5460000000000002	-5.988392609017218	0.5042806069437165
0.5470000000000002	-6.045852288291741	0.5070545384869175
0.5480000000000002	-6.1034166727220835	0.5098386133673987
0.5490000000000002	-6.161085759921617	0.5126328500003055
0.5500000000000002	-6.21885954749942	0.5154372668000822
0.5510000000000002	-6.276738033060228	0.5182518821804691
0.5520000000000002	-6.334721214204478	0.5210767145545031
0.5530000000000002	-6.392809088528292	0.5239117823345151
0.5540000000000002	-6.451001653623479	0.5267571039321297
0.5550000000000002	-6.509298907077536	0.5296126977582633
0.5560000000000002	-6.567700846473645	0.5324785822231228
0.5570000000000002	-6.626207469390685	0.5353547757362055
0.5580000000000002	-6.684818773403212	0.5382412967062957
0.5590000000000002	-6.74353475608147	0.541138163541465
0.5600000000000002	-6.802355414991407	0.5440453946490718
0.5610000000000002	-6.861280747694639	0.5469630084357571
0.5620000000000002	-6.920310751748492	0.5498910233074467
0.5630000000000002	-6.979445424705958	0.5528294576693468
0.5640000000000002	-7.038684764115747	0.5557783299259464
0.5650000000000002	-7.098028767522241	0.558737658481012
0.5660000000000002	-7.157477432465509	0.5617074617375888
0.5670000000000002	-7.217030756481321	0.5646877580979988
0.5680000000000002	-7.276688737101136	0.56767856596384
0.5690000000000002	-7.336451371852096	0.5706799037359843
0.5700000000000002	-7.396318658257048	0.5736917898145772
0.5710000000000002	-7.45629059383451	0.5767142425990354
0.5720000000000002	-7.5163671760987185	0.5797472804880471
0.5730000000000002	-7.5765484025595775	0.5827909218795684
0.5740000000000002	-7.636834270722705	0.585845185170825
0.5750000000000002	-7.697224778089389	0.5889100887583084
0.5760000000000002	-7.757719922156621	0.5919856510377756
0.5770000000000002	-7.818319700417099	0.5950718904042491
0.5780000000000002	-7.879024110359193	0.598168825252013
0.5790000000000002	-7.9398331494669705	0.6012764739746133
0.5800000000000002	-8.00074681522021	0.604394854964858
0.5810000000000002	-8.06176510509436	0.6075239866148121
0.5820000000000002	-8.12288801656059	0.6106638873158013
0.5830000000000002	-8.184115547085735	0.6138145754584048
0.5840000000000002	-8.245447694132341	0.6169760694324598
0.5850000000000002	-8.306884455158652	0.6201483876270568
0.5860000000000002	-8.368425827618594	0.623331548430539
0.5870000000000002	-8.430071808961817	0.6265255702305024
0.5880000000000002	-8.49182239663363	0.629730471413792
0.5890000000000002	-8.553677588075054	0.6329462703665025
0.5900000000000002	-8.61563738072282	0.6361729854739774
0.5910000000000002	-8.677701772009335	0.6394106351208056
0.5920000000000002	-8.739870759362724	0.6426592376908223
0.5930000000000002	-8.802144340206784	0.6459188115671062
0.5940000000000002	-8.864522511961027	0.6491893751319793
0.5950000000000002	-8.927005272040663	0.6524709467670052
0.5960000000000002	-8.989592617856584	0.6557635448529874
0.5970000000000002	-9.052284546815404	0.6590671877699696
0.5980000000000002	-9.115081056319418	0.6623818938972322
0.5990000000000002	-9.177982143766638	0.6657076816132934
0.6000000000000002	-9.240987806550745	0.6690445692959056
0.6010000000000002	-9.304098042061138	0.6723925753220553
0.6020000000000002	-9.367312847682932	0.6757517180679632
0.6030000000000002	-9.430632220796912	0.6791220159090804
0.6040000000000002	-9.494056158779575	0.6825034872200881
0.6050000000000002	-9.557584659003123	0.6858961503748976
0.6060000000000002	-9.621217718835453	0.6893000237466476
0.6070000000000002	-9.684955335640176	0.6927151257077031
0.6080000000000002	-9.74879750677658	0.6961414746296546
0.6090000000000002	-9.812744229599677	0.6995790888833169
0.6100000000000002	-9.876795501460172	0.7030279868387272
0.6110000000000002	-9.940951319704464	0.7064881868651438
0.6120000000000002	-10.005211681674666	0.7099597073310466
0.6130000000000002	-10.069576584708603	0.7134425666041334
0.6140000000000002	-10.134046026139778	0.7169367830513205
0.6150000000000002	-10.198620003297403	0.7204423750387396
0.6160000000000002	-10.263298513506424	0.7239593609317395
0.6170000000000002	-10.328081554087447	0.7274877590948814
0.6180000000000002	-10.392969122356813	0.73102758789194
0.6190000000000002	-10.457961215626547	0.7345788656859008
0.6200000000000002	-10.523057831204394	0.7381416108389606
0.6210000000000002	-10.588258966393795	0.7417158417125242
0.6220000000000002	-10.653564618493913	0.7453015766672056
0.6230000000000002	-10.718974784799585	0.7488988340628231
0.6240000000000002	-10.784489462601371	0.7525076322584014
0.6250000000000002	-10.850108649185561	0.7561279896121704
0.6260000000000002	-10.9158323418341	0.7597599244815605
0.6270000000000002	-10.981660537824684	0.7634034552232046
0.6280000000000002	-11.047593234430696	0.7670586001929363
0.6290000000000002	-11.11363042892123	0.7707253777457874
0.6300000000000002	-11.179772118561083	0.7744038062359875
0.6310000000000002	-11.246018300610768	0.7780939040169631
0.6320000000000002	-11.312368972326496	0.7817956894413352
0.6330000000000002	-11.3788241309602	0.7855091808609196
0.6340000000000002	-11.445383773759506	0.7892343966267239
0.6350000000000002	-11.512047897967772	0.7929713550889488
0.6360000000000002	-11.578816500824022	0.7967200745969821
0.6370000000000002	-11.645689579563044	0.8004805734994044
0.6380000000000002	-11.712667131415298	0.804252870143981
0.6390000000000002	-11.779749153606957	0.8080369828776643
0.6400000000000002	-11.846935643359927	0.8118329300465935
0.6410000000000002	-11.914226597891801	0.8156407299960899
0.6420000000000002	-11.981622014415887	0.8194604010706574
0.6430000000000002	-12.049121890141219	0.8232919616139831
0.6440000000000002	-12.11672622227253	0.8271354299689326
0.6450000000000002	-12.184435008010258	0.8309908244775511
0.6460000000000002	-12.252248244550572	0.8348581634810615
0.6470000000000002	-12.320165929085338	0.8387374653198628
0.6480000000000002	-12.388188058802147	0.8426287483335301
0.6490000000000002	-12.456314630884286	0.8465320308608105
0.6500000000000002	-12.524545642510763	0.8504473312396259
0.6510000000000002	-12.592881090856313	0.8543746678070684
0.6520000000000002	-12.661320973091364	0.8583140588994007
0.6530000000000002	-12.729865286382072	0.862265522852054
0.6540000000000002	-12.798514027890295	0.8662290779996279
0.6550000000000002	-12.867267194773625	0.870204742675888
0.6560000000000002	-12.936124784185349	0.8741925352137647
0.6570000000000003	-13.005086793274483	0.8781924739453532
0.6580000000000003	-13.074153219185742	0.88220457720191
0.6590000000000003	-13.143324059059573	0.8862288633138542
0.6600000000000003	-13.21259931003214	0.8902653506107652
0.6610000000000003	-13.281978969235308	0.8943140574213804
0.6620000000000003	-13.351463033796676	0.8983750020735954
0.6630000000000003	-13.421051500839546	0.9024482028944625
0.6640000000000003	-13.490744367482947	0.9065336782101885
0.6650000000000003	-13.560541630841616	0.9106314463461345
0.6660000000000003	-13.630443288026012	0.9147415256268137
0.6670000000000003	-13.700449336142324	0.9188639343758922
0.6680000000000003	-13.770559772292447	0.922998690916185
0.6690000000000003	-13.840774593574	0.9271458135696564
0.6700000000000003	-13.911093797080298	0.9313053206574174
0.6710000000000003	-13.981517379900417	0.9354772304997278
0.6720000000000003	-14.052045339119125	0.9396615614159904
0.6730000000000003	-14.12267767181692	0.943858331724753
0.6740000000000003	-14.193414375069999	0.9480675597437053
0.6750000000000003	-14.264255445950319	0.9522892637896793
0.6760000000000003	-14.335200881525534	0.956523462178647
0.6770000000000003	-14.406250678859003	0.9607701732257187
0.6780000000000003	-14.477404835009839	0.965029415245143
0.6790000000000003	-14.548663347032864	0.969301206550305
0.6800000000000003	-14.620026211978612	0.9735855654537248
0.6810000000000003	-14.691493426893356	0.9778825102670564
0.6820000000000003	-14.763064988819078	0.9821920593010862
0.6830000000000003	-14.834740894793502	0.9865142308657336
0.6840000000000003	-14.906521141850035	0.9908490432700453
0.6850000000000003	-14.978405727017858	0.9951965148222002
0.6860000000000003	-15.050394647321848	0.9995566638295029
0.6870000000000003	-15.122487899782609	1.0039295085983855
0.6880000000000003	-15.194685481416471	1.0083150674344041
0.6890000000000003	-15.266987389235492	1.0127133586422403
0.6900000000000003	-15.339393620247446	1.017124400525697
0.6910000000000003	-15.411904171455852	1.0215482113877001
0.6920000000000003	-15.48451903985993	1.025984809530294
0.6930000000000003	-15.55723822245464	1.0304342132546438
0.6940000000000003	-15.630061716230664	1.0348964408610308
0.6950000000000003	-15.702989518174427	1.0393715106488548
0.6960000000000003	-15.776021625268054	1.0438594409166289
0.6970000000000003	-15.84915803448941	1.0483602499619809
0.6980000000000003	-15.9223987428121	1.0528739560816514
0.6990000000000003	-15.995743747205431	1.0574005775714932
0.7000000000000003	-16.069193044634467	1.0619401327264693
0.7010000000000003	-16.142746632059968	1.0664926398406493
0.7020000000000003	-16.21640450643846	1.0710581172072144
0.7030000000000003	-16.290166664722165	1.0756365831184493
0.7040000000000003	-16.364033103859057	1.080228055865746
0.7050000000000003	-16.43800382079283	1.0848325537395995
0.7060000000000003	-16.51207881246291	1.089450095029608
0.7070000000000003	-16.586258075804444	1.0940806980244706
0.7080000000000003	-16.660541607748335	1.0987243810119884
0.7090000000000003	-16.734929405221184	1.103381162279059
0.7100000000000003	-16.80942146514536	1.108051060111681
0.7110000000000003	-16.884017784438928	1.112734092794947
0.7120000000000003	-16.958718360015713	1.1174302786130461
0.7130000000000003	-17.03352318878525	1.1221396358492612
0.7140000000000003	-17.10843226765283	1.126862182785969
0.7150000000000003	-17.18344559351945	1.131597937704636
0.7160000000000003	-17.258563163281863	1.13634691888582
0.7170000000000003	-17.333784973832554	1.1411091446091695
0.7180000000000003	-17.409111022059722	1.1458846331534185
0.7190000000000003	-17.484541304847323	1.1506734027963885
0.7200000000000003	-17.560075819075035	1.1554754718149873
0.7210000000000003	-17.63571456161828	1.1602908584852059
0.7220000000000003	-17.711457529348205	1.1651195810821184
0.7230000000000003	-17.787304719131697	1.169961657879881
0.7240000000000003	-17.86325612783138	1.1748171071517297
0.7250000000000003	-17.939311752305613	1.17968594716998
0.7260000000000003	-18.015471589408495	1.1845681962060257
0.7270000000000003	-18.091735635989856	1.1894638725303373
0.7280000000000003	-18.16810388889527	1.1943729944124604
0.7290000000000003	-18.244576344966042	1.1992955801210148
0.7300000000000003	-18.321153001039217	1.204231647923694
0.7310000000000003	-18.397833853947578	1.2091812160872621
0.7320000000000003	-18.474618900519655	1.2141443028775554
0.7330000000000003	-18.551508137579695	1.2191209265594778
0.7340000000000003	-18.62850156194771	1.2241111053970024
0.7350000000000003	-18.705599170439445	1.2291148576531685
0.7360000000000003	-18.78280095986636	1.234132201590081
0.7370000000000003	-18.860106927035698	1.2391631554689098
0.7380000000000003	-18.9375170687504	1.2442077375498868
0.7390000000000003	-19.015031381809177	1.2492659660923067
0.7400000000000003	-19.092649863006468	1.2543378593545242
0.7410000000000003	-19.17037250913246	1.259423435593954
0.7420000000000003	-19.24819931697309	1.2645227130670686
0.7430000000000003	-19.32613028330999	1.269635710029396
0.7440000000000003	-19.40416540492061	1.2747624447355232
0.7450000000000003	-19.482304678578082	1.2799029354390883
0.7460000000000003	-19.560548101051307	1.2850572003927843
0.7470000000000003	-19.638895669104922	1.2902252578483557
0.7480000000000003	-19.71734737949932	1.2954071260565978
0.7490000000000003	-19.795903228990625	1.3006028232673557
0.7500000000000003	-19.874563214330696	1.3058123677295213
0.7510000000000003	-19.95332733226717	1.3110357776910353
0.7520000000000003	-20.032195579543394	1.316273071398883
0.7530000000000003	-20.111167952898484	1.3215242670990948
0.7540000000000003	-20.190244449067286	1.3267893830367437
0.7550000000000003	-20.26942506478041	1.332068437455946
0.7560000000000003	-20.348709796764194	1.3373614485998573
0.7570000000000003	-20.42809864174074	1.3426684347106737
0.7580000000000003	-20.507591596427876	1.3479894140296294
0.7590000000000003	-20.587188657539198	1.353324404796996
0.7600000000000003	-20.66688982178404	1.3586734252520798
0.7610000000000003	-20.746695085867483	1.3640364936332232
0.7620000000000003	-20.82660444649036	1.369413628177801
0.7630000000000003	-20.906617900349264	1.3748048471222212
0.7640000000000003	-20.9867354441365	1.3802101687019206
0.7650000000000003	-21.06695707454016	1.3856296111513677
0.7660000000000003	-21.14728278824409	1.3910631927040595
0.7670000000000003	-21.227712581927847	1.3965109315925184
0.7680000000000003	-21.30824645226677	1.4019728460482943
0.7690000000000003	-21.38888439593195	1.407448954301962
0.7700000000000004	-21.4696264095902	1.4129392745831175
0.7710000000000004	-21.55047248990412	1.4184438251203824
0.7720000000000004	-21.631422633532043	1.4239626241413972
0.7730000000000004	-21.71247683712805	1.4294956898728222
0.7740000000000004	-21.793635097341994	1.4350430405403372
0.7750000000000004	-21.874897410819464	1.4406046943686386
0.7760000000000004	-21.9562637742018	1.446180669581439
0.7770000000000004	-22.03773418412612	1.4517709844014663
0.7780000000000004	-22.11930863722526	1.4573756570504612
0.7790000000000004	-22.20098713012784	1.462994705749178
0.7800000000000004	-22.282769659458225	1.4686281487173807
0.7810000000000004	-22.364656221836537	1.4742760041738447
0.7820000000000004	-22.446646813878633	1.4799382903363518
0.7830000000000004	-22.528741432196167	1.4856150254216947
0.7840000000000004	-22.610940073396517	1.4913062276456697
0.7850000000000004	-22.69324273408282	1.4970119152230779
0.7860000000000004	-22.775649410853976	1.5027321063677264
0.7870000000000004	-22.858160100304655	1.508466819292422
0.7880000000000004	-22.940774799025267	1.514216072208976
0.7890000000000004	-23.023493503601973	1.5199798833281963
0.7900000000000004	-23.1063162106167	1.5257582708598918
0.7910000000000004	-23.189242916647157	1.531551253012869
0.7920000000000004	-23.27227361826679	1.5373588479949303
0.7930000000000004	-23.35540831204479	1.5431810740128724
0.7940000000000004	-23.438646994546136	1.5490179492724871
0.7950000000000004	-23.521989662331553	1.5548694919785586
0.7960000000000004	-23.60543631195753	1.5607357203348622
0.7970000000000004	-23.688986939976314	1.5666166525441636
0.7980000000000004	-23.772641542935904	1.572512306808217
0.7990000000000004	-23.856400117380094	1.5784227013277659
0.8000000000000004	-23.94026265984839	1.5843478543025382
0.8010000000000004	-24.024229166876093	1.590287783931247
0.8020000000000004	-24.108299634994278	1.5962425084115932
0.8030000000000004	-24.192474060729733	1.6022120459402556
0.8040000000000004	-24.276752440605083	1.6081964147128984
0.8050000000000004	-24.36113477113862	1.6141956329241627
0.8060000000000004	-24.44562104884451	1.620209718767673
0.8070000000000004	-24.53021127023258	1.6262386904360262
0.8080000000000004	-24.6149054318085	1.6322825661208011
0.8090000000000004	-24.699703530073673	1.63834136401255
0.8100000000000004	-24.78460556152525	1.6444151023007976
0.8110000000000004	-24.869611522656182	1.650503799174044
0.8120000000000004	-24.954721409955166	1.6566074728197606
0.8130000000000004	-25.039935219906656	1.6627261414243875
0.8140000000000004	-25.12525294899091	1.6688598231733371
0.8150000000000004	-25.21067459368391	1.6750085362509877
0.8160000000000004	-25.296200150457434	1.6811722988406848
0.8170000000000004	-25.381829615779015	1.6873511291247394
0.8180000000000004	-25.46756298611196	1.6935450452844276
0.8190000000000004	-25.553400257915346	1.6997540654999883
0.8200000000000004	-25.639341427644002	1.7059782079506216
0.8210000000000004	-25.725386491748555	1.7122174908144896
0.8220000000000004	-25.81153544667539	1.7184719322687132
0.8230000000000004	-25.897788288866654	1.7247415504893715
0.8240000000000004	-25.984145014760248	1.7310263636514993
0.8250000000000004	-26.070605620789895	1.7373263899290905
0.8260000000000004	-26.157170103385045	1.7436416474950907
0.8270000000000004	-26.243838458970917	1.7499721545213986
0.8280000000000004	-26.330610683968555	1.7563179291788675
0.8290000000000004	-26.41748677479472	1.7626789896373005
0.8300000000000004	-26.504466727861963	1.7690553540654497
0.8310000000000004	-26.591550539578602	1.7754470406310139
0.8320000000000004	-26.67873820634875	1.7818540675006438
0.8330000000000004	-26.76602972457228	1.788276452839933
0.8340000000000004	-26.85342509064483	1.7947142148134194
0.8350000000000004	-26.940924300957807	1.8011673715845837
0.8360000000000004	-27.028527351898436	1.807635941315854
0.8370000000000004	-27.11623423984968	1.8141199421685936
0.8380000000000004	-27.204044961190274	1.8206193923031089
0.8390000000000004	-27.29195951229475	1.8271343098786428
0.8400000000000004	-27.379977889533404	1.8336647130533787
0.8410000000000004	-27.46810008927231	1.840210619984432
0.8420000000000004	-27.556326107873314	1.8467720488278565
0.8430000000000004	-27.644655941694072	1.8533490177386391
0.8440000000000004	-27.733089587087978	1.859941544870698
0.8450000000000004	-27.8216270404042	1.8665496483768824
0.8460000000000004	-27.91026829798773	1.8731733464089737
0.8470000000000004	-27.999013356179294	1.87981265711768
0.8480000000000004	-28.087862211315407	1.8864675986526374
0.8490000000000004	-28.176814859728413	1.8931381891624106
0.8500000000000004	-28.265871297746354	1.8998244467944858
0.8510000000000004	-28.355031521693117	1.9065263896952764
0.8520000000000004	-28.44429552788832	1.9132440360101153
0.8530000000000004	-28.533663312647416	1.9199774038832607
0.8540000000000004	-28.623134872281607	1.9267265114578886
0.8550000000000004	-28.712710203097874	1.9334913768760922
0.8560000000000004	-28.802389301398993	1.9402720182788884
0.8570000000000004	-28.892172163483497	1.9470684538062033
0.8580000000000004	-28.982058785645766	1.9538807015968853
0.8590000000000004	-29.072049164175883	1.9607087797886922
0.8600000000000004	-29.162143295359773	1.9675527065182965
0.8610000000000004	-29.25234117547912	1.9744124999212829
0.8620000000000004	-29.342642800811394	1.9812881781321445
0.8630000000000004	-29.43304816762986	1.9881797592842856
0.8640000000000004	-29.523557272203558	1.9950872615100192
0.8650000000000004	-29.614170110797314	2.002010702940562
0.8660000000000004	-29.70488667967175	2.0089501017060396
0.8670000000000004	-29.79570697508328	2.0159054759354817
0.8680000000000004	-29.88663099328406	2.0228768437568156
0.8690000000000004	-29.977658730522098	2.02986422329688
0.8700000000000004	-30.06879018304115	2.036867632681407
0.8710000000000004	-30.16002534708078	2.043887090035031
0.8720000000000004	-30.251364218876294	2.0509226134812826
0.8730000000000004	-30.34280679465886	2.0579742211425938
0.8740000000000004	-30.434353070655373	2.0650419311402866
0.8750000000000004	-30.526003043088554	2.0721257615945827
0.8760000000000004	-30.617756708176895	2.0792257306245947
0.8770000000000004	-30.709614062134715	2.086341856348329
0.8780000000000004	-30.801575101172045	2.0934741568826793
0.8790000000000004	-30.893639821494784	2.1006226503434324
0.8800000000000004	-30.985808219304598	2.107787354845265
0.8810000000000004	-31.078080290798933	2.114968288501736
0.8820000000000005	-31.17045603217105	2.122165469425295
0.8830000000000005	-31.262935439609958	2.1293789157272736
0.8840000000000005	-31.355518509300534	2.1366086455178896
0.8850000000000005	-31.44820523742337	2.1438546769062397
0.8860000000000005	-31.540995620154913	2.151117028000307
0.8870000000000005	-31.63388965366735	2.158395716906948
0.8880000000000005	-31.726887334128723	2.165690761731905
0.8890000000000005	-31.81998865770281	2.173002180579791
0.8900000000000005	-31.91319362054924	2.180329991554101
0.8910000000000005	-32.00650221882337	2.187674212757202
0.8920000000000005	-32.099914448676415	2.1950348622903344
0.8930000000000005	-32.193430306255394	2.2024119582536157
0.8940000000000005	-32.287049787703054	2.2098055187460313
0.8950000000000005	-32.38077288915798	2.2172155618654337
0.8960000000000005	-32.474599606754566	2.2246421057085515
0.8970000000000005	-32.56852993662301	2.2320851683709777
0.8980000000000005	-32.66256387488927	2.239544767947171
0.8990000000000005	-32.75670141767513	2.2470209225304574
0.9000000000000005	-32.85094256109815	2.2545136502130236
0.9010000000000005	-32.94528730127173	2.2620229690859253
0.9020000000000005	-33.039735634305046	2.269548897239073
0.9030000000000005	-33.13428755630308	2.277091452761245
0.9040000000000005	-33.2289430633666	2.284650653740073
0.9050000000000005	-33.32370215159217	2.292226518262047
0.9060000000000005	-33.41856481707222	2.2998190644125196
0.9070000000000005	-33.5135310558949	2.307428310275693
0.9080000000000005	-33.60860086414422	2.315054273934626
0.9090000000000005	-33.703774237899964	2.3226969734712335
0.9100000000000005	-33.7990511732377	2.3303564269662758
0.9110000000000005	-33.89443166622887	2.33803265249937
0.9120000000000005	-33.98991571294064	2.3457256681489818
0.9130000000000005	-34.08550330943605	2.353435491992423
0.9140000000000005	-34.18119445177389	2.361162142105854
